Year-Month,District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses
1981-06,0,29.0,3,67.2175,0,No,1.3,7.0,3.1256250000000003,72.1
1989-06,0,12.59999966621399,3,67.0944999974966,0,No,0.4066848201634628,1.3556160672115427,2.7112321344230854,446.64
1989-07,0,171.40000092983246,3,68.26360002231598,0,No,1.0084478607492788,3.3614928691642625,6.722985738328525,446.64
1989-08,0,114.19999845325948,3,67.61574999419972,1,No,0.7904772263115072,2.634924087705024,5.269848175410048,446.64
1989-09,0,450.2000004053116,3,71.35,2,Yes,10.352410721885306,34.50803573961769,69.01607147923538,690.1607147923538
1989-10,0,69.59999978542328,3,67.44849999919533,0,No,0.6223312491910266,2.074437497303422,4.148874994606844,446.64
1990-06,0,231.4000008851289,3,69.70360002124309,0,No,1.2411621462901783,4.137207154300596,8.274414308601191,446.64
1990-07,0,548.2000011950731,3,71.35,2,Yes,12.189910736693337,40.63303578897778,81.26607157795556,812.6607157795556
1990-08,0,196.19999915361404,3,68.85879997968674,0,No,1.1046364252886602,3.682121417628868,7.364242835257735,446.64
1990-09,0,148.89999997615814,3,67.7458749999106,0,No,0.921299330267257,3.0709977675575235,6.141995535115047,446.64
1990-10,0,73.79999899864197,3,67.4642499962449,0,No,0.6381656212247908,2.127218737415969,4.2544374748319385,446.64
1991-06,0,163.0999990105629,3,68.06439997625351,0,No,0.98,4.823,6.508371402987412,65.08371402987412
1991-07,0,137.60000099241734,3,67.70350000372156,0,No,0.98,4.823,5.857982167800488,58.57982167800488
1991-08,0,176.59999883174896,3,68.38839997196197,0,No,1.0286164240402833,4.823,6.857442826935223,68.57442826935223
1991-09,0,638.0999960899353,3,71.35,2,Yes,13.875535640972,46.25178546990667,92.50357093981334,925.0357093981332
1991-10,0,22.40000009536743,3,67.16800000071525,0,No,0.98,4.823,2.9588571452668733,29.58857145266873
1992-06,0,11.399999856948853,3,67.08549999892712,0,No,0.4021366066006677,1.3404553553355592,2.6809107106711183,26.80910710671118
1992-07,0,226.69999706745148,3,69.59079992961884,0,No,1.2229328457687585,4.076442819229194,8.152885638458388,81.52885638458388
1992-08,0,148.20000088214874,3,67.74325000330806,0,No,0.9186602711829224,3.062200903943075,6.12440180788615,61.24401807886149
1992-09,0,49.0999992787838,3,67.36824999459088,0,No,0.5450263365521761,1.8167544551739203,3.6335089103478406,36.33508910347841
1992-10,0,87.5999997407198,3,67.5159999990277,0,No,0.6901928561653476,2.300642853884492,4.601285707768984,46.01285707768984
1993-06,0,137.0000001192093,3,67.70125000044703,0,No,1.56,5.35,5.842901788710484,130.5
1993-07,0,581.5999941006303,3,71.35,2,Yes,12.816160603672532,42.72053534557511,85.44107069115022,854.4107069115022
1993-08,0,552.6000010073185,3,71.35,2,Yes,12.272410733172936,40.90803577724312,81.81607155448624,818.1607155448625
1993-09,0,272.6000028550625,3,70.6924000685215,1,No,1.56,5.35,9.339728645252327,130.5
1993-10,0,25.399999737739563,3,67.19049999803305,0,No,1.56,5.35,3.034660707658955,130.5
1994-06,0,142.00000154972076,3,67.72000000581146,0,No,0.8952857201282999,4.01,5.968571467521999,59.68571467521999
1994-07,0,192.8999974131584,3,68.7795999379158,0,No,1.091837132823893,4.01,7.278914218825952,72.78914218825953
1994-08,0,230.3000030517578,3,69.67720007324219,1,No,1.236895726122175,4.122985753740584,8.245971507481167,82.45971507481167
1994-09,0,169.70000138878822,3,68.22280003333091,0,No,1.0018542911008,4.01,6.679028607338666,66.79028607338667
1994-10,0,25.000000596046448,3,67.18750000447035,0,No,0.65,4.01,3.024553586489388,56.16
1995-06,0,203.4000018835068,3,69.03160004520416,0,No,1.1325621501624583,6.63,7.55041433441639,195.14
1995-07,0,221.6000020802021,3,69.46840004992485,1,No,1.203152150925355,6.63,8.021014339502369,195.14
1995-08,0,283.400001719594,3,70.95160004127025,1,No,1.4428478638124251,6.63,9.6189857587495,195.14
1995-09,0,225.79999651014805,3,69.56919991624355,2,No,1.2194421293215028,6.63,8.129614195476684,195.14
1995-10,0,6.200000047683716,3,67.04650000035763,1,No,0.92,6.63,2.5495178583477225,195.14
1996-06,0,108.99999848008156,3,67.59624999430031,0,No,1.19,8.73,5.139151747512765,71.69
1996-07,0,301.0000004768372,3,71.35,2,Yes,7.554910723226412,25.18303574408804,50.36607148817608,503.6607148817608
1996-08,0,392.3999975025654,3,71.35,2,Yes,9.268660667458814,30.89553555819605,61.7910711163921,617.910711163921
1996-09,0,103.79999804496764,3,67.57674999266862,0,No,1.19,8.73,5.008455308005213,71.69
1996-10,0,53.80000019073486,3,67.38925000071525,0,No,1.19,8.73,3.7517589333653447,71.69
1997-06,0,171.40000104904175,3,68.263600025177,1,No,1.47,6.96,6.722985741410936,67.22985741410936
1997-07,0,482.7999972105026,3,71.35,0,Yes,10.963660661982638,36.54553553994213,73.09107107988426,730.9107107988425
1997-08,0,266.7999985963106,3,70.55319996631145,1,No,1.47,6.96,9.189757106561746,91.89757106561748
1997-09,0,188.0000015795231,3,68.66200003790856,0,No,1.47,6.96,7.15221432655624,71.5221432655624
1997-10,0,6.400000095367432,3,67.04800000071526,0,No,1.47,6.96,2.55457143098116,57.37
1998-06,0,275.19999861717224,3,70.75479996681213,0,No,2.51,13.47,9.406957107101167,366.96
1998-07,0,879.999997138977,3,71.35,2,Yes,18.41116066064153,61.370535535471774,122.74107107094356,1227.4107107094355
1998-08,0,516.800003528595,3,71.35,2,Yes,11.60116078044687,38.6705359348229,77.3410718696458,773.4107186964579
1998-09,0,353.9999976158142,3,71.35,2,Yes,8.54866066958223,28.495535565274103,56.99107113054821,569.910711305482
1998-10,0,140.3999983072281,3,67.71399999365211,0,No,2.51,13.47,5.928357100311135,366.96
1999-06,0,476.1999965906143,3,71.35,2,Yes,10.839910650359732,36.1330355011991,72.2660710023982,722.6607100239821
1999-07,0,349.0000011920929,3,71.35,2,Yes,8.454910736637455,28.18303578879152,56.36607157758304,563.6607157758303
1999-08,0,508.8000025749207,3,71.35,2,Yes,11.451160762565475,38.170535875218256,76.34107175043651,763.4107175043652
1999-09,0,413.9999970793724,3,71.35,2,Yes,9.673660659523946,32.24553553174649,64.49107106349298,644.9107106349298
1999-10,0,194.6000022888184,3,68.82040005493164,0,No,1.09843072316306,6.56,7.322871487753733,242.04
2000-06,0,318.6000018119812,3,71.35,2,Yes,7.884910748260363,26.28303582753454,52.56607165506908,525.6607165506908
2000-07,0,290.3000048398972,3,71.11720011615753,0,No,1.469610018771887,8.24,9.797400125145913,97.97400125145911
2000-08,0,115.19999885559082,3,67.61949999570847,0,No,0.7942473171140467,8.24,5.294982114093645,75.53
2000-09,0,15.0,3,67.1125,1,No,0.78,8.24,2.771875,75.53
2001-06,0,294.1000049114228,3,71.20840011787413,1,No,1.4843485904778757,9.1,9.895657269852505,267.22
2001-07,0,171.40000224113464,3,68.26360005378723,0,No,1.19,9.1,6.722985772235052,267.22
2001-08,0,306.2000022828579,3,71.35,2,Yes,7.652410757089298,25.508035856964327,51.01607171392865,510.1607171392866
2001-09,0,860.4000072479248,3,71.35,2,Yes,18.04366085018431,60.14553616728102,120.29107233456205,1202.9107233456205
2001-10,0,734.4000091552734,3,71.35,2,Yes,15.681160885947088,52.2705362864903,104.5410725729806,1045.4107257298058
2002-06,0,182.79999935626984,3,68.53719998455047,0,No,1.97,16.02,7.01775712621212,511.5
2002-07,0,622.4000067263842,3,71.35,2,Yes,13.58116084040542,45.27053613468473,90.54107226936948,905.4107226936944
2002-08,0,213.5999970138073,3,69.27639992833137,1,No,1.97,16.02,7.814157065642732,511.5
2002-09,0,214.79999658465383,3,69.30519991803169,1,No,1.97,16.02,7.84518562597462,511.5
2002-10,0,2.200000047683716,3,67.01650000035762,0,No,1.97,16.02,2.448446429776294,511.5
2003-06,0,327.99999737739563,3,71.35,2,Yes,8.061160665111881,26.870535550372946,53.74107110074589,537.4107110074588
2003-07,0,645.3999964743853,3,71.35,2,Yes,14.012410648180438,46.7080354939348,93.4160709878696,934.160709878696
2003-08,0,442.6000005304813,3,71.35,0,Yes,10.209910724232238,34.03303574744079,68.06607149488158,680.6607149488159
2003-09,0,321.59999933838844,3,71.35,2,Yes,7.941160701880497,26.47053567293499,52.94107134586998,529.4107134586998
2003-10,0,161.20000302791595,3,68.01880007266998,0,No,1.82,8.16,6.459242935436112,94.45
2004-06,0,252.60000133514404,3,70.21240003204345,1,No,2.7,21.3,8.822585748808724,522.05
