Year-Month,District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses
1981-06,Araria,29.0,Kamla,67.2175,Safe,No,1.3,7.0,3.1256250000000003,72.1
1989-06,Araria,12.59999966621399,Kamla,67.0944999974966,Safe,No,0.40668482016346286,1.3556160672115427,2.7112321344230854,446.64
1989-07,Araria,171.40000092983246,Kamla,68.26360002231598,Safe,No,1.0084478607492788,3.3614928691642625,6.722985738328525,446.64
1989-08,Araria,114.19999845325948,Kamla,67.61574999419972,Safe,No,0.7904772263115072,2.634924087705024,5.269848175410048,446.64
1989-09,Araria,450.2000004053116,Kamla,71.35,DANGER,Yes,10.352410721885306,34.50803573961769,69.01607147923538,690.1607147923538
1989-10,Araria,69.59999978542328,Kamla,67.44849999919533,Safe,No,0.6223312491910266,2.074437497303422,4.148874994606844,446.64
1990-06,Araria,231.4000008851289,Kamla,69.70360002124309,WARNING,No,1.2411621462901785,4.1372071543005955,8.274414308601191,446.64
1990-07,Araria,548.2000011950731,Kamla,71.35,DANGER,Yes,12.189910736693335,40.63303578897778,81.26607157795556,812.6607157795556
1990-08,Araria,196.19999915361404,Kamla,68.85879997968674,Safe,No,1.1046364252886602,3.6821214176288675,7.364242835257735,446.64
1990-09,Araria,148.89999997615814,Kamla,67.7458749999106,Safe,No,0.921299330267257,3.0709977675575235,6.141995535115047,446.64
1990-10,Araria,73.79999899864197,Kamla,67.4642499962449,Safe,No,0.6381656212247908,2.1272187374159692,4.2544374748319385,446.64
1991-06,Araria,163.0999990105629,Kamla,68.06439997625351,Safe,No,0.98,4.823,6.508371402987412,65.08371402987412
1991-07,Araria,137.60000099241734,Kamla,67.70350000372156,Safe,No,0.98,4.823,5.857982167800488,58.57982167800488
1991-08,Araria,176.59999883174896,Kamla,68.38839997196197,Safe,No,1.0286164240402833,4.823,6.857442826935223,68.57442826935223
1991-09,Araria,638.0999960899353,Kamla,71.35,DANGER,Yes,13.875535640972,46.25178546990667,92.50357093981334,925.0357093981333
1991-10,Araria,22.40000009536743,Kamla,67.16800000071525,Safe,No,0.98,4.823,2.9588571452668733,29.58857145266873
